Year,Month,DayOfWeek,Hour,Total
2021,2,4,20,0.0
2021,2,4,21,0.0
2021,2,4,22,0.0
2021,2,4,23,0.0
2021,2,5,0,0.0
2021,2,5,1,0.0
2021,2,5,2,0.0
2021,2,5,3,0.0
2021,2,5,4,0.0
2021,2,5,5,0.0
2021,2,5,6,0.0
2021,2,5,7,0.0
2021,2,5,8,0.0
2021,2,5,9,0.0
2021,2,5,10,0.0
2021,2,5,11,0.0
2021,2,5,12,0.0
2021,2,5,13,0.0
2021,2,5,14,0.0
2021,2,5,15,0.0
2021,2,5,16,0.0
2021,2,5,17,0.0
2021,2,5,18,0.0
2021,2,5,19,0.0
2021,2,5,20,0.0
2021,2,5,21,0.0
2021,2,5,22,0.0
2021,2,5,23,0.0
2021,2,6,0,0.0
2021,2,6,1,0.0
2021,2,6,2,0.0
2021,2,6,3,0.0
2021,2,6,4,0.0
2021,2,6,5,0.0
2021,2,6,6,0.0
2021,2,6,7,0.0
2021,2,6,8,0.0
2021,2,6,9,0.0
2021,2,6,10,0.0
2021,2,6,11,0.0
2021,2,6,12,0.0
2021,2,6,13,0.0
2021,2,6,14,0.0
2021,2,6,15,0.0
2021,2,6,16,0.0
2021,2,6,17,0.0
2021,2,6,18,0.0
2021,2,6,19,0.0
2021,2,6,20,0.0
2021,2,6,21,0.0
2021,2,6,22,0.0
2021,2,6,23,0.0
2021,2,7,0,0.0
2021,2,7,1,0.0
2021,2,7,2,0.0
2021,2,7,3,0.0
2021,2,7,4,0.0
2021,2,7,5,0.0
2021,2,7,6,0.0
2021,2,7,7,0.0
2021,2,7,8,0.0
2021,2,7,9,0.0
2021,2,7,10,0.0
2021,2,7,11,0.0
2021,2,7,12,0.0
2021,2,7,13,0.0
2021,2,7,14,0.0
2021,2,7,15,0.0
2021,2,7,16,0.0
2021,2,7,17,0.0
2021,2,7,18,0.0
2021,2,7,19,0.0
2021,2,7,20,0.0
2021,2,7,21,0.0
2021,2,7,22,0.0
2021,2,7,23,0.0
2021,3,1,0,0.0
2021,3,1,1,0.0
2021,3,1,2,0.0
2021,3,1,3,0.0
2021,3,1,4,0.0
2021,3,1,5,0.0
2021,3,1,6,0.0
2021,3,1,7,0.0
2021,3,1,8,0.0
2021,3,1,9,0.0
2021,3,1,10,0.0
2021,3,1,11,0.0
2021,3,1,12,0.0
2021,3,1,13,0.0
2021,3,1,14,0.0
2021,3,1,15,0.0
2021,3,1,16,0.0
2021,3,1,17,0.0
2021,3,1,18,0.0
2021,3,1,19,0.0
2021,3,1,20,0.0
2021,3,1,21,0.0
2021,3,1,22,0.0
2021,3,1,23,0.0
2021,3,2,0,0.0
2021,3,2,1,0.0
2021,3,2,2,0.0
2021,3,2,3,0.0
2021,3,2,4,0.0
2021,3,2,5,0.0
2021,3,2,6,0.0
2021,3,2,7,0.0
2021,3,2,8,0.0
2021,3,2,9,0.0
2021,3,2,10,0.0
2021,3,2,11,0.0
2021,3,2,12,0.0
2021,3,2,13,0.0
2021,3,2,14,0.0
2021,3,2,15,0.0
2021,3,2,16,0.0
2021,3,2,17,0.0
2021,3,2,18,0.0
2021,3,2,19,0.0
2021,3,2,20,0.0
2021,3,2,21,0.0
2021,3,2,22,0.0
2021,3,2,23,0.0
2021,3,3,0,0.0
2021,3,3,1,0.0
2021,3,3,2,0.0
2021,3,3,3,0.0
2021,3,3,4,0.0
2021,3,3,5,0.0
2021,3,3,6,0.0
2021,3,3,7,0.0
2021,3,3,8,0.0
2021,3,3,9,0.0
2021,3,3,10,0.0
2021,3,3,11,0.0
2021,3,3,12,0.0
2021,3,3,13,0.0
2021,3,3,14,0.0
2021,3,3,15,0.0
2021,3,3,16,0.0
2021,3,3,17,0.0
2021,3,3,18,0.0
2021,3,3,19,0.0
2021,3,3,20,0.0
2021,3,3,21,0.0
2021,3,3,22,0.0
2021,3,3,23,0.0
2021,3,4,0,0.0
2021,3,4,1,0.0
2021,3,4,2,0.0
2021,3,4,3,0.0
2021,3,4,4,0.0
2021,3,4,5,0.0
2021,3,4,6,0.0
2021,3,4,7,0.0
2021,3,4,8,0.0
2021,3,4,9,0.0
2021,3,4,10,0.0
2021,3,4,11,0.0
2021,3,4,12,0.0
2021,3,4,13,0.0
2021,3,4,14,0.0
2021,3,4,15,0.0
2021,3,4,16,0.0
2021,3,4,17,0.0
2021,3,4,18,0.0
2021,3,4,19,0.0
2021,3,4,20,0.0
2021,3,4,21,0.0
2021,3,4,22,0.0
2021,3,4,23,0.0
2021,3,5,0,0.0
2021,3,5,1,0.0
2021,3,5,2,0.0
2021,3,5,3,0.0
2021,3,5,4,0.0
2021,3,5,5,0.0
2021,3,5,6,0.0
2021,3,5,7,0.0
2021,3,5,8,0.0
2021,3,5,9,0.0
2021,3,5,10,0.0
2021,3,5,11,0.0
2021,3,5,12,0.0
2021,3,5,13,0.0
2021,3,5,14,0.0
2021,3,5,15,0.0
2021,3,5,16,0.0
2021,3,5,17,0.0
2021,3,5,18,0.0
2021,3,5,19,0.0
2021,3,5,20,0.0
2021,3,5,21,0.0
2021,3,5,22,0.0
2021,3,5,23,0.0
2021,3,6,0,0.0
2021,3,6,1,0.0
2021,3,6,2,0.0
2021,3,6,3,0.0
2021,3,6,4,0.0
2021,3,6,5,0.0
2021,3,6,6,0.0
2021,3,6,7,0.0
2021,3,6,8,0.0
2021,3,6,9,0.0
2021,3,6,10,0.0
2021,3,6,11,0.0
2021,3,6,12,0.0
2021,3,6,13,0.0
2021,3,6,14,0.0
2021,3,6,15,0.0
2021,3,6,16,0.0
2021,3,6,17,0.0
2021,3,6,18,0.0
2021,3,6,19,0.0
2021,3,6,20,0.0
2021,3,6,21,0.0
2021,3,6,22,0.0
2021,3,6,23,0.0
2021,3,7,0,0.0
2021,3,7,1,0.0
2021,3,7,2,0.0
2021,3,7,3,0.0
2021,3,7,4,0.0
2021,3,7,5,0.0
2021,3,7,6,0.0
2021,3,7,7,0.0
2021,3,7,8,0.0
2021,3,7,9,0.0
2021,3,7,10,0.0
2021,3,7,11,0.0
2021,3,7,12,0.0
2021,3,7,13,0.0
2021,3,7,14,0.0
2021,3,7,15,0.0
2021,3,7,16,0.0
2021,3,7,17,0.0
2021,3,7,18,0.0
2021,3,7,19,0.0
2021,3,7,20,0.0
2021,3,7,21,0.0
2021,3,7,22,0.0
2021,3,7,23,0.0
2021,4,1,0,0.0
2021,4,1,1,0.0
2021,4,1,2,0.0
2021,4,1,3,0.0
2021,4,1,4,0.0
2021,4,1,5,0.0
2021,4,1,6,0.0
2021,4,1,7,0.0
2021,4,1,8,0.0
2021,4,1,9,0.0
2021,4,1,10,0.0
2021,4,1,11,0.0
2021,4,1,12,0.0
2021,4,1,13,0.0
2021,4,1,14,0.0
2021,4,1,15,0.0
2021,4,1,16,0.0
2021,4,1,17,0.0
2021,4,1,18,0.0
2021,4,1,19,0.0
2021,4,1,20,0.0
2021,4,1,21,0.0
2021,4,1,22,0.0
2021,4,1,23,0.0
2021,4,2,0,0.0
2021,4,2,1,0.0
2021,4,2,2,0.0
2021,4,2,3,0.0
2021,4,2,4,0.0
2021,4,2,5,0.0
2021,4,2,6,0.0
2021,4,2,7,0.0
2021,4,2,8,0.0
2021,4,2,9,0.0
2021,4,2,10,0.0
2021,4,2,11,0.0
2021,4,2,12,0.0
2021,4,2,13,0.0
2021,4,2,14,0.0
2021,4,2,15,0.0
2021,4,2,16,0.0
2021,4,2,17,0.0
2021,4,2,18,0.0
2021,4,2,19,0.0
2021,4,2,20,0.0
2021,4,2,21,0.0
2021,4,2,22,0.0
2021,4,2,23,0.0
2021,4,3,0,0.0
2021,4,3,1,0.0
2021,4,3,2,0.0
2021,4,3,3,0.0
2021,4,3,4,0.0
2021,4,3,5,0.0
2021,4,3,6,0.0
2021,4,3,7,0.0
2021,4,3,8,0.0
2021,4,3,9,0.0
2021,4,3,10,0.0
2021,4,3,11,0.0
2021,4,3,12,0.0
2021,4,3,13,0.0
2021,4,3,14,0.0
2021,4,3,15,0.0
2021,4,3,16,0.0
2021,4,3,17,0.0
2021,4,3,18,0.0
2021,4,3,19,0.0
2021,4,3,20,0.0
2021,4,3,21,0.0
2021,4,3,22,0.0
2021,4,3,23,0.0
2021,4,4,0,0.0
2021,4,4,1,0.0
2021,4,4,2,0.0
2021,4,4,3,0.0
2021,4,4,4,0.0
2021,4,4,5,0.0
2021,4,4,6,0.0
2021,4,4,7,0.0
2021,4,4,8,0.0
2021,4,4,9,0.0
2021,4,4,10,0.0
2021,4,4,11,0.0
2021,4,4,12,0.0
2021,4,4,13,0.0
2021,4,4,14,0.0
2021,4,4,15,0.0
2021,4,4,16,0.0
2021,4,4,17,0.0
2021,4,4,18,0.0
2021,4,4,19,0.0
2021,4,4,20,0.0
2021,4,4,21,0.0
2021,4,4,22,0.0
2021,4,4,23,0.0
2021,4,5,0,0.0
2021,4,5,1,0.0
2021,4,5,2,0.0
2021,4,5,3,0.0
2021,4,5,4,0.0
2021,4,5,5,0.0
2021,4,5,6,0.0
2021,4,5,7,0.0
2021,4,5,8,0.0
2021,4,5,9,0.0
2021,4,5,10,0.0
2021,4,5,11,0.0
2021,4,5,12,0.0
2021,4,5,13,0.0
2021,4,5,14,0.0
2021,4,5,15,0.0
2021,4,5,16,0.0
2021,4,5,17,0.0
2021,4,5,18,0.0
2021,4,5,19,0.0
2021,4,5,20,0.0
2021,4,5,21,0.0
2021,4,5,22,0.0
2021,4,5,23,0.0
2021,4,6,0,0.0
2021,4,6,1,0.0
2021,4,6,2,0.0
2021,4,6,3,0.0
2021,4,6,4,0.0
2021,4,6,5,0.0
2021,4,6,6,0.0
2021,4,6,7,0.0
2021,4,6,8,0.0
2021,4,6,9,0.0
2021,4,6,10,0.0
2021,4,6,11,0.0
2021,4,6,12,0.0
2021,4,6,13,0.0
2021,4,6,14,0.0
2021,4,6,15,0.0
2021,4,6,16,0.0
2021,4,6,17,0.0
2021,4,6,18,0.0
2021,4,6,19,0.0
2021,4,6,20,0.0
2021,4,6,21,0.0
2021,4,6,22,0.0
2021,4,6,23,0.0
2021,4,7,0,0.0
2021,4,7,1,0.0
2021,4,7,2,0.0
2021,4,7,3,0.0
2021,4,7,4,0.0
2021,4,7,5,0.0
2021,4,7,6,0.0
2021,4,7,7,0.0
2021,4,7,8,0.0
2021,4,7,9,0.0
2021,4,7,10,0.0
2021,4,7,11,0.0
2021,4,7,12,0.0
2021,4,7,13,0.0
2021,4,7,14,0.0
2021,4,7,15,0.0
2021,4,7,16,0.0
2021,4,7,17,0.0
2021,4,7,18,0.0
2021,4,7,19,0.0
2021,4,7,20,0.0
2021,4,7,21,0.0
2021,4,7,22,0.0
2021,4,7,23,0.0
2021,5,1,0,0.0
2021,5,1,1,0.0
2021,5,1,2,0.0
2021,5,1,3,0.0
2021,5,1,4,0.0
2021,5,1,5,0.0
2021,5,1,6,0.0
2021,5,1,7,0.0
2021,5,1,8,0.0
2021,5,1,9,0.0
2021,5,1,10,0.0
2021,5,1,11,0.0
2021,5,1,12,0.0
2021,5,1,13,0.0
2021,5,1,14,0.0
2021,5,1,15,0.0
2021,5,1,16,0.0
2021,5,1,17,0.0
2021,5,1,18,0.0
2021,5,1,19,0.0
2021,5,1,20,0.0
2021,5,1,21,0.0
2021,5,1,22,0.0
2021,5,1,23,0.0
2021,5,2,0,0.0
2021,5,2,1,0.0
2021,5,2,2,0.0
2021,5,2,3,0.0
2021,5,2,4,0.0
2021,5,2,5,0.0
2021,5,2,6,0.0
2021,5,2,7,0.0
2021,5,2,8,0.0
2021,5,2,9,0.0
2021,5,2,10,0.0
2021,5,2,11,0.0
2021,5,2,12,0.0
2021,5,2,13,0.0
2021,5,2,14,0.0
2021,5,2,15,0.0
2021,5,2,16,0.0
2021,5,2,17,0.0
2021,5,2,18,0.0
2021,5,2,19,0.0
2021,5,2,20,0.0
2021,5,2,21,0.0
2021,5,2,22,0.0
2021,5,2,23,0.0
2021,5,3,0,0.0
2021,5,3,1,0.0
2021,5,3,2,0.0
2021,5,3,3,0.0
2021,5,3,4,0.0
2021,5,3,5,0.0
2021,5,3,6,0.0
2021,5,3,7,0.0
2021,5,3,8,0.0
2021,5,3,9,0.0
2021,5,3,10,0.0
2021,5,3,11,0.0
2021,5,3,12,0.0
2021,5,3,13,0.0
2021,5,3,14,0.0
2021,5,3,15,0.0
2021,5,3,16,0.0
2021,5,3,17,0.0
2021,5,3,18,0.0
2021,5,3,19,0.0
2021,5,3,20,0.0
2021,5,3,21,0.0
2021,5,3,22,0.0
2021,5,3,23,0.0
2021,5,4,0,0.0
2021,5,4,1,0.0
2021,5,4,2,0.0
2021,5,4,3,0.0
2021,5,4,4,0.0
2021,5,4,5,0.0
2021,5,4,6,0.0
2021,5,4,7,0.0
2021,5,4,8,0.0
2021,5,4,9,0.0
2021,5,4,10,0.0
2021,5,4,11,0.0
2021,5,4,12,0.0
2021,5,4,13,0.0
2021,5,4,14,0.0
2021,5,4,15,0.0
2021,5,4,16,0.0
2021,5,4,17,0.0
2021,5,4,18,0.0
2021,5,4,19,0.0
2021,5,4,20,0.0
2021,5,4,21,0.0
2021,5,4,22,0.0
2021,5,4,23,0.0
2021,5,5,0,0.0
2021,5,5,1,0.0
2021,5,5,2,0.0
2021,5,5,3,0.0
2021,5,5,4,0.0
2021,5,5,5,0.0
2021,5,5,6,0.0
2021,5,5,7,0.0
2021,5,5,8,0.0
2021,5,5,9,0.0
2021,5,5,10,0.0
2021,5,5,11,0.0
2021,5,5,12,0.0
2021,5,5,13,0.0
2021,5,5,14,0.0
2021,5,5,15,0.0
2021,5,5,16,0.0
2021,5,5,17,0.0
2021,5,5,18,0.0
2021,5,5,19,0.0
2021,5,5,20,0.0
2021,5,5,21,0.0
2021,5,5,22,0.0
2021,5,5,23,0.0
2021,5,6,0,0.0
2021,5,6,1,0.0
2021,5,6,2,0.0
2021,5,6,3,0.0
2021,5,6,4,0.0
2021,5,6,5,0.0
2021,5,6,6,0.0
2021,5,6,7,0.0
2021,5,6,8,0.0
2021,5,6,9,0.0
2021,5,6,10,0.0
2021,5,6,11,0.0
2021,5,6,12,0.0
2021,5,6,13,0.0
2021,5,6,14,0.0
2021,5,6,15,0.0
2021,5,6,16,0.0
2021,5,6,17,0.0
2021,5,6,18,0.0
2021,5,6,19,0.0
2021,5,6,20,0.0
2021,5,6,21,0.0
2021,5,6,22,0.0
2021,5,6,23,0.0
2021,5,7,0,0.0
2021,5,7,1,0.0
2021,5,7,2,0.0
2021,5,7,3,0.0
2021,5,7,4,0.0
2021,5,7,5,0.0
2021,5,7,6,0.0
2021,5,7,7,0.0
2021,5,7,8,0.0
2021,5,7,9,0.0
2021,5,7,10,0.0
2021,5,7,11,0.0
2021,5,7,12,0.0
2021,5,7,13,0.0
2021,5,7,14,0.0
2021,5,7,15,0.0
2021,5,7,16,0.0
2021,5,7,17,0.0
2021,5,7,18,0.0
2021,5,7,19,0.0
2021,5,7,20,0.0
2021,5,7,21,0.0
2021,5,7,22,0.0
2021,5,7,23,0.0
2021,6,1,0,0.0
2021,6,1,1,0.0
2021,6,1,2,0.0
2021,6,1,3,0.0
2021,6,1,4,0.0
2021,6,1,5,0.0
2021,6,1,6,0.0
2021,6,1,7,0.0
2021,6,1,8,0.0
2021,6,1,9,0.0
2021,6,1,10,0.0
2021,6,1,11,0.0
2021,6,1,12,0.0
2021,6,1,13,0.0
2021,6,1,14,0.0
2021,6,1,15,0.0
2021,6,1,16,0.0
2021,6,1,17,0.0
2021,6,1,18,0.0
2021,6,1,19,0.0
2021,6,1,20,0.0
2021,6,1,21,0.0
2021,6,1,22,0.0
2021,6,1,23,0.0
2021,6,2,0,0.0
2021,6,2,1,0.0
2021,6,2,2,0.0
2021,6,2,3,0.0
2021,6,2,4,0.0
2021,6,2,5,0.0
2021,6,2,6,0.0
2021,6,2,7,0.0
2021,6,2,8,0.0
2021,6,2,9,0.0
2021,6,2,10,0.0
2021,6,2,11,0.0
2021,6,2,12,0.0
2021,6,2,13,0.0
2021,6,2,14,0.0
2021,6,2,15,0.0
2021,6,2,16,0.0
2021,6,2,17,0.0
2021,6,2,18,0.0
2021,6,2,19,0.0
2021,6,2,20,0.0
2021,6,2,21,0.0
2021,6,2,22,0.0
2021,6,2,23,0.0
2021,6,3,0,0.0
2021,6,3,1,0.0
2021,6,3,2,0.0
2021,6,3,3,0.0
2021,6,3,4,0.0
2021,6,3,5,0.0
2021,6,3,6,0.0
2021,6,3,7,0.0
2021,6,3,8,0.0
2021,6,3,9,0.0
2021,6,3,10,0.0
2021,6,3,11,0.0
2021,6,3,12,0.0
2021,6,3,13,0.0
2021,6,3,14,0.0
2021,6,3,15,0.0
2021,6,3,16,0.0
2021,6,3,17,0.0
2021,6,3,18,0.0
2021,6,3,19,0.0
2021,6,3,20,0.0
2021,6,3,21,0.0
2021,6,3,22,0.0
2021,6,3,23,0.0
2021,6,4,0,0.0
2021,6,4,1,0.0
2021,6,4,2,0.0
2021,6,4,3,0.0
2021,6,4,4,0.0
2021,6,4,5,0.0
2021,6,4,6,0.0
2021,6,4,7,0.0
2021,6,4,8,0.0
2021,6,4,9,0.0
2021,6,4,10,0.0
2021,6,4,11,0.0
2021,6,4,12,0.0
2021,6,4,13,0.0
2021,6,4,14,0.0
2021,6,4,15,0.0
2021,6,4,16,0.0
2021,6,4,17,0.0
2021,6,4,18,0.0
2021,6,4,19,0.0
2021,6,4,20,0.0
2021,6,4,21,0.0
2021,6,4,22,0.0
2021,6,4,23,0.0
2021,6,5,0,0.0
2021,6,5,1,0.0
2021,6,5,2,0.0
2021,6,5,3,0.0
2021,6,5,4,0.0
2021,6,5,5,0.0
2021,6,5,6,0.0
2021,6,5,7,0.0
2021,6,5,8,0.0
2021,6,5,9,0.0
2021,6,5,10,0.0
2021,6,5,11,0.0
2021,6,5,12,0.0
2021,6,5,13,0.0
2021,6,5,14,0.0
2021,6,5,15,0.0
2021,6,5,16,0.0
2021,6,5,17,0.0
2021,6,5,18,0.0
2021,6,5,19,0.0
2021,6,5,20,0.0
2021,6,5,21,0.0
2021,6,5,22,0.0
2021,6,5,23,0.0
2021,6,6,0,0.0
2021,6,6,1,0.0
2021,6,6,2,0.0
2021,6,6,3,0.0
2021,6,6,4,0.0
2021,6,6,5,0.0
2021,6,6,6,0.0
2021,6,6,7,0.0
2021,6,6,8,0.0
2021,6,6,9,0.0
2021,6,6,10,0.0
2021,6,6,11,0.0
2021,6,6,12,0.0
2021,6,6,13,0.0
2021,6,6,14,0.0
2021,6,6,15,0.0
2021,6,6,16,0.0
2021,6,6,17,0.0
2021,6,6,18,0.0
2021,6,6,19,0.0
2021,6,6,20,0.0
2021,6,6,21,0.0
2021,6,6,22,0.0
2021,6,6,23,0.0
2021,6,7,0,0.0
2021,6,7,1,0.0
2021,6,7,2,0.0
2021,6,7,3,0.0
2021,6,7,4,0.0
2021,6,7,5,0.0
2021,6,7,6,0.0
2021,6,7,7,0.0
2021,6,7,8,0.0
2021,6,7,9,0.0
2021,6,7,10,0.0
2021,6,7,11,0.0
2021,6,7,12,0.0
2021,6,7,13,0.0
2021,6,7,14,0.0
2021,6,7,15,0.0
2021,6,7,16,0.0
2021,6,7,17,0.0
2021,6,7,18,0.0
2021,6,7,19,0.0
2021,6,7,20,0.0
2021,6,7,21,0.0
2021,6,7,22,0.0
2021,6,7,23,0.0
2021,7,1,0,0.0
2021,7,1,1,0.0
2021,7,1,2,0.0
2021,7,1,3,0.0
2021,7,1,4,0.0
2021,7,1,5,0.0
2021,7,1,6,0.0
2021,7,1,7,0.0
2021,7,1,8,0.0
2021,7,1,9,0.0
2021,7,1,10,0.0
2021,7,1,11,0.0
2021,7,1,12,0.0
2021,7,1,13,0.0
2021,7,1,14,0.0
2021,7,1,15,0.0
2021,7,1,16,0.0
2021,7,1,17,0.0
2021,7,1,18,0.0
2021,7,1,19,0.0
2021,7,1,20,0.0
2021,7,1,21,0.0
2021,7,1,22,0.0
2021,7,1,23,0.0
2021,7,2,0,0.0
2021,7,2,1,0.0
2021,7,2,2,0.0
2021,7,2,3,0.0
2021,7,2,4,0.0
2021,7,2,5,0.0
2021,7,2,6,0.0
2021,7,2,7,0.0
2021,7,2,8,0.0
2021,7,2,9,0.0
2021,7,2,10,0.0
2021,7,2,11,0.0
2021,7,2,12,0.0
2021,7,2,13,0.0
2021,7,2,14,0.0
2021,7,2,15,0.0
2021,7,2,16,0.0
2021,7,2,17,0.0
2021,7,2,18,0.0
2021,7,2,19,0.0
2021,7,2,20,0.0
2021,7,2,21,0.0
2021,7,2,22,0.0
2021,7,2,23,0.0
2021,7,3,0,0.0
2021,7,3,1,0.0
2021,7,3,2,0.0
2021,7,3,3,0.0
2021,7,3,4,0.0
2021,7,3,5,0.0
2021,7,3,6,0.0
2021,7,3,7,0.0
2021,7,3,8,0.0
2021,7,3,9,0.0
2021,7,3,10,0.0
2021,7,3,11,0.0
2021,7,3,12,0.0
2021,7,3,13,0.0
2021,7,3,14,0.0
2021,7,3,15,0.0
2021,7,3,16,0.0
2021,7,3,17,0.0
2021,7,3,18,0.0
2021,7,3,19,0.0
2021,7,3,20,0.0
2021,7,3,21,0.0
2021,7,3,22,0.0
2021,7,3,23,0.0
2021,7,4,0,0.0
2021,7,4,1,0.0
2021,7,4,2,0.0
2021,7,4,3,0.0
2021,7,4,4,0.0
2021,7,4,5,0.0
2021,7,4,6,0.0
2021,7,4,7,0.0
2021,7,4,8,0.0
2021,7,4,9,0.0
2021,7,4,10,0.0
2021,7,4,11,0.0
2021,7,4,12,0.0
2021,7,4,13,0.0
2021,7,4,14,0.0
2021,7,4,15,0.0
2021,7,4,16,0.0
2021,7,4,17,0.0
2021,7,4,18,0.0
2021,7,4,19,0.0
2021,7,4,20,0.0
2021,7,4,21,0.0
2021,7,4,22,0.0
2021,7,4,23,0.0
2021,7,5,0,0.0
2021,7,5,1,0.0
2021,7,5,2,0.0
2021,7,5,3,0.0
2021,7,5,4,0.0
2021,7,5,5,0.0
2021,7,5,6,0.0
2021,7,5,7,0.0
2021,7,5,8,0.0
2021,7,5,9,0.0
2021,7,5,10,0.0
2021,7,5,11,0.0
2021,7,5,12,0.0
2021,7,5,13,0.0
2021,7,5,14,0.0
2021,7,5,15,0.0
2021,7,5,16,0.0
2021,7,5,17,0.0
2021,7,5,18,0.0
2021,7,5,19,0.0
2021,7,5,20,0.0
2021,7,5,21,0.0
2021,7,5,22,0.0
2021,7,5,23,0.0
2021,7,6,0,0.0
2021,7,6,1,0.0
2021,7,6,2,0.0
2021,7,6,3,0.0
2021,7,6,4,0.0
2021,7,6,5,0.0
2021,7,6,6,0.0
2021,7,6,7,0.0
2021,7,6,8,0.0
2021,7,6,9,0.0
2021,7,6,10,0.0
2021,7,6,11,0.0
2021,7,6,12,0.0
2021,7,6,13,0.0
2021,7,6,14,0.0
2021,7,6,15,0.0
2021,7,6,16,0.0
2021,7,6,17,0.0
2021,7,6,18,0.0
2021,7,6,19,0.0
2021,7,6,20,0.0
2021,7,6,21,0.0
2021,7,6,22,0.0
2021,7,6,23,0.0
2021,7,7,0,0.0
2021,7,7,1,0.0
2021,7,7,2,0.0
2021,7,7,3,0.0
2021,7,7,4,0.0
2021,7,7,5,0.0
2021,7,7,6,0.0
2021,7,7,7,0.0
2021,7,7,8,0.0
2021,7,7,9,0.0
2021,7,7,10,0.0
2021,7,7,11,0.0
2021,7,7,12,0.0
2021,7,7,13,0.0
2021,7,7,14,0.0
2021,7,7,15,0.0
2021,7,7,16,0.0
2021,7,7,17,0.0
2021,7,7,18,0.0
2021,7,7,19,0.0
2021,7,7,20,0.0
2021,7,7,21,0.0
2021,7,7,22,0.0
2021,7,7,23,0.0
2021,8,1,0,0.0
2021,8,1,1,0.0
2021,8,1,2,0.0
2021,8,1,3,0.0
2021,8,1,4,0.0
2021,8,1,5,0.0
2021,8,1,6,0.0
2021,8,1,7,0.0
2021,8,1,8,0.0
2021,8,1,9,0.0
2021,8,1,10,0.0
2021,8,1,11,0.0
2021,8,1,12,0.0
2021,8,1,13,0.0
2021,8,1,14,0.0
2021,8,1,15,0.0
2021,8,1,16,0.0
2021,8,1,17,0.0
2021,8,1,18,0.0
2021,8,1,19,0.0
2021,8,1,20,0.0
2021,8,1,21,0.0
2021,8,1,22,0.0
2021,8,1,23,0.0
2021,8,2,0,0.0
2021,8,2,1,0.0
2021,8,2,2,0.0
2021,8,2,3,0.0
2021,8,2,4,0.0
2021,8,2,5,0.0
2021,8,2,6,0.0
2021,8,2,7,0.0
2021,8,2,8,0.0
2021,8,2,9,0.0
2021,8,2,10,0.0
2021,8,2,11,0.0
2021,8,2,12,0.0
2021,8,2,13,0.0
2021,8,2,14,0.0
2021,8,2,15,0.0
2021,8,2,16,0.0
2021,8,2,17,0.0
2021,8,2,18,0.0
2021,8,2,19,0.0
2021,8,2,20,0.0
2021,8,2,21,0.0
2021,8,2,22,0.0
2021,8,2,23,0.0
2021,8,3,0,0.0
2021,8,3,1,0.0
2021,8,3,2,0.0
2021,8,3,3,0.0
2021,8,3,4,0.0
2021,8,3,5,0.0
2021,8,3,6,0.0
2021,8,3,7,0.0
2021,8,3,8,0.0
2021,8,3,9,0.0
2021,8,3,10,0.0
2021,8,3,11,0.0
2021,8,3,12,0.0
2021,8,3,13,0.0
2021,8,3,14,0.0
2021,8,3,15,0.0
2021,8,3,16,0.0
2021,8,3,17,0.0
2021,8,3,18,0.0
2021,8,3,19,0.0
2021,8,3,20,0.0
2021,8,3,21,0.0
2021,8,3,22,0.0
2021,8,3,23,0.0
2021,8,4,0,0.0
2021,8,4,1,0.0
2021,8,4,2,0.0
2021,8,4,3,0.0
2021,8,4,4,0.0
2021,8,4,5,0.0
2021,8,4,6,0.0
2021,8,4,7,0.0
2021,8,4,8,0.0
2021,8,4,9,0.0
2021,8,4,10,0.0
2021,8,4,11,0.0
2021,8,4,12,0.0
2021,8,4,13,0.0
2021,8,4,14,0.0
2021,8,4,15,0.0
2021,8,4,16,0.0
2021,8,4,17,0.0
2021,8,4,18,0.0
2021,8,4,19,0.0
2021,8,4,20,0.0
2021,8,4,21,0.0
2021,8,4,22,0.0
2021,8,4,23,0.0
2021,8,5,0,0.0
2021,8,5,1,0.0
2021,8,5,2,0.0
2021,8,5,3,0.0
2021,8,5,4,0.0
2021,8,5,5,0.0
2021,8,5,6,0.0
2021,8,5,7,0.0
2021,8,5,8,0.0
2021,8,5,9,0.0
2021,8,5,10,0.0
2021,8,5,11,0.0
2021,8,5,12,0.0
2021,8,5,13,0.0
2021,8,5,14,0.0
2021,8,5,15,0.0
2021,8,5,16,0.0
2021,8,5,17,0.0
2021,8,5,18,0.0
2021,8,5,19,0.0
2021,8,5,20,0.0
2021,8,5,21,0.0
2021,8,5,22,0.0
2021,8,5,23,0.0
2021,8,6,0,0.0
2021,8,6,1,0.0
2021,8,6,2,0.0
2021,8,6,3,0.0
2021,8,6,4,0.0
2021,8,6,5,0.0
2021,8,6,6,0.0
2021,8,6,7,0.0
2021,8,6,8,0.0
2021,8,6,9,0.0
2021,8,6,10,0.0
2021,8,6,11,0.0
2021,8,6,12,0.0
2021,8,6,13,0.0
2021,8,6,14,0.0
2021,8,6,15,0.0
2021,8,6,16,0.0
2021,8,6,17,0.0
2021,8,6,18,0.0
2021,8,6,19,0.0
2021,8,6,20,0.0
2021,8,6,21,0.0
2021,8,6,22,0.0
2021,8,6,23,0.0
2021,8,7,0,0.0
2021,8,7,1,0.0
2021,8,7,2,0.0
2021,8,7,3,0.0
2021,8,7,4,0.0
2021,8,7,5,0.0
2021,8,7,6,0.0
2021,8,7,7,0.0
2021,8,7,8,0.0
2021,8,7,9,0.0
2021,8,7,10,0.0
2021,8,7,11,0.0
2021,8,7,12,0.0
2021,8,7,13,0.0
2021,8,7,14,0.0
