Datum,Stunde,Fleher Deich Ost stromaufwÃ¤rts,Wetter,Temperatur,Luftfeuchtigkeit,Wolken,Gefuehlte Temperatur,Regen,Wind
09.07.2017,10:00:00,62,BewÃ¶lkt,22,79,87,22,0,7
09.07.2017,11:00:00,83,Bedeckt,23,74,86,25,0,7
09.07.2017,12:00:00,88,Bedeckt,24,70,85,26,0,7
09.07.2017,13:00:00,93,Bedeckt,25,67,72,27,0,7
09.07.2017,14:00:00,114,Stellenweiser Regenfall,26,64,59,27,0,6
09.07.2017,15:00:00,93,Stellenweiser Regenfall,27,61,46,28,0,6
09.07.2017,16:00:00,80,Stellenweiser Regenfall,26,64,33,27,0,6
09.07.2017,17:00:00,51,Leicht bewÃ¶lkt,25,66,21,27,0,7
09.07.2017,18:00:00,75,Leicht bewÃ¶lkt,24,69,9,26,0,7
09.07.2017,19:00:00,37,Leicht bewÃ¶lkt,23,72,13,24,0,8
09.07.2017,20:00:00,27,Sonnig,21,74,17,21,0,9
09.07.2017,21:00:00,12,Sonnig,20,77,21,20,0,10
09.07.2017,22:00:00,6,Sonnig,20,79,36,20,0,10
09.07.2017,23:00:00,6,Leicht bewÃ¶lkt,19,80,51,19,0,9
10.07.2017,00:00:00,4,Leicht bewÃ¶lkt,18,81,67,18,0,9
10.07.2017,01:00:00,0,Leicht bewÃ¶lkt,18,84,75,18,0,7
10.07.2017,02:00:00,0,BewÃ¶lkt,18,86,84,18,0,5
10.07.2017,03:00:00,1,BewÃ¶lkt,18,89,92,18,0,4
10.07.2017,04:00:00,0,BewÃ¶lkt,18,90,87,18,0,4
10.07.2017,05:00:00,10,Leichter Regenfall,18,91,82,18,0,5
10.07.2017,06:00:00,24,Leichter Regenfall,19,93,76,19,1,5
10.07.2017,07:00:00,44,Leichter Regenfall,20,91,63,20,1,6
10.07.2017,08:00:00,58,Stellenweiser leichter Regenfall,20,89,49,20,1,7
10.07.2017,09:00:00,12,Stellenweiser leichter Regenfall,21,87,36,21,1,8
10.07.2017,10:00:00,9,Stellenweiser leichter Regenfall,22,81,26,24,0,9
10.07.2017,11:00:00,11,Stellenweiser Regenfall,23,74,16,25,0,9
10.07.2017,12:00:00,12,Stellenweiser Regenfall,25,67,7,26,0,10
10.07.2017,13:00:00,19,Stellenweiser Regenfall,25,63,4,27,0,11
10.07.2017,14:00:00,25,Sonnig,26,58,2,27,0,11
10.07.2017,15:00:00,15,Sonnig,27,53,0,28,0,11
10.07.2017,16:00:00,36,Sonnig,26,57,11,27,0,12
10.07.2017,17:00:00,37,Sonnig,25,61,22,27,0,13
10.07.2017,18:00:00,33,Sonnig,25,65,34,27,0,13
10.07.2017,19:00:00,32,Sonnig,23,71,48,25,0,13
10.07.2017,20:00:00,11,Leichter Regenschauer,22,78,63,22,0,13
10.07.2017,21:00:00,6,Leichter Regenschauer,20,85,78,20,0,13
10.07.2017,22:00:00,10,Leichter Regenschauer,19,88,74,19,0,14
10.07.2017,23:00:00,0,Leichter Regenschauer,18,91,71,18,0,14
11.07.2017,00:00:00,0,Leichter Regenschauer,17,95,68,17,0,14
11.07.2017,01:00:00,2,Leichter Regenschauer,16,94,56,16,0,14
11.07.2017,02:00:00,0,Stellenweiser Regenfall,16,94,44,15,0,14
11.07.2017,03:00:00,0,Stellenweiser Regenfall,15,94,32,14,0,14
11.07.2017,04:00:00,0,Stellenweiser Regenfall,15,93,34,15,0,16
11.07.2017,05:00:00,15,Stellenweiser Regenfall,16,92,35,15,0,17
11.07.2017,06:00:00,34,Stellenweiser Regenfall,16,91,36,16,0,18
11.07.2017,07:00:00,85,Stellenweiser Regenfall,17,88,44,17,0,20
11.07.2017,08:00:00,70,Leicht bewÃ¶lkt,18,84,52,18,0,21
11.07.2017,09:00:00,20,Leicht bewÃ¶lkt,19,81,59,19,0,22
11.07.2017,10:00:00,21,Leicht bewÃ¶lkt,20,77,50,20,0,23
11.07.2017,11:00:00,13,BewÃ¶lkt,21,72,41,21,0,23
11.07.2017,12:00:00,26,BewÃ¶lkt,22,68,33,23,0,23
11.07.2017,13:00:00,21,BewÃ¶lkt,22,68,45,24,0,22
11.07.2017,14:00:00,24,Stellenweiser Regenfall,22,67,58,24,0,21
11.07.2017,15:00:00,22,Stellenweiser Regenfall,22,67,70,25,0,21
11.07.2017,16:00:00,38,Stellenweiser Regenfall,22,71,68,22,0,18
11.07.2017,17:00:00,56,Leichter Regenschauer,21,75,66,21,0,15
11.07.2017,18:00:00,28,Leichter Regenschauer,20,79,65,20,0,13
11.07.2017,19:00:00,36,Leichter Regenschauer,19,82,62,19,0,12
11.07.2017,20:00:00,10,Leichter Regenschauer,18,86,59,18,0,12
11.07.2017,21:00:00,8,Leichter Regenschauer,18,89,56,18,0,12
11.07.2017,22:00:00,10,Leichter Regenschauer,17,91,66,17,0,12
11.07.2017,23:00:00,0,Leichter Regenschauer,17,92,77,17,0,12
12.07.2017,00:00:00,1,Leichter Regenschauer,16,94,87,16,0,13
12.07.2017,01:00:00,0,Leichter Regenschauer,16,94,91,16,0,13
12.07.2017,02:00:00,0,Nieselregen,16,94,96,16,0,13
12.07.2017,03:00:00,0,Nieselregen,16,94,100,16,0,13
12.07.2017,04:00:00,0,Nieselregen,16,94,100,16,0,14
12.07.2017,05:00:00,6,Leichter Regenfall,16,93,100,16,1,15
12.07.2017,06:00:00,11,Leichter Regenfall,16,93,100,16,1,17
12.07.2017,07:00:00,26,Leichter Regenfall,17,92,100,17,1,19
12.07.2017,08:00:00,21,MÃ¤ÃŸiger Regenfall,17,91,100,17,1,22
12.07.2017,09:00:00,6,MÃ¤ÃŸiger Regenfall,18,90,100,18,1,25
12.07.2017,10:00:00,3,MÃ¤ÃŸiger Regenfall,18,91,100,18,1,25
12.07.2017,11:00:00,0,MÃ¤ÃŸiger bis starker Regenschauer,17,92,100,17,2,25
12.07.2017,12:00:00,4,MÃ¤ÃŸiger bis starker Regenschauer,17,93,100,17,2,24
12.07.2017,13:00:00,3,MÃ¤ÃŸiger bis starker Regenschauer,17,92,100,17,2,25
12.07.2017,14:00:00,2,MÃ¤ÃŸiger Regenfall,17,90,99,17,1,26
12.07.2017,15:00:00,11,MÃ¤ÃŸiger Regenfall,17,89,99,17,1,26
12.07.2017,16:00:00,17,MÃ¤ÃŸiger Regenfall,17,87,90,17,1,24
12.07.2017,17:00:00,16,Leichter Regenschauer,17,85,81,17,0,22
12.07.2017,18:00:00,12,Leichter Regenschauer,17,83,72,17,0,20
12.07.2017,19:00:00,17,Leichter Regenschauer,16,84,55,15,0,17
12.07.2017,20:00:00,16,Stellenweiser Regenfall,15,85,37,14,0,15
12.07.2017,21:00:00,3,Stellenweiser Regenfall,14,86,20,13,0,13
12.07.2017,22:00:00,8,Stellenweiser Regenfall,13,87,13,12,0,11
12.07.2017,23:00:00,5,Sonnig,12,89,7,11,0,10
13.07.2017,00:00:00,0,Sonnig,12,91,0,11,0,9
13.07.2017,01:00:00,0,Sonnig,11,91,0,10,0,8
13.07.2017,02:00:00,0,Sonnig,11,90,0,10,0,7
13.07.2017,03:00:00,0,Sonnig,11,89,0,10,0,6
13.07.2017,04:00:00,1,Sonnig,12,86,0,11,0,6
13.07.2017,05:00:00,17,Sonnig,13,83,0,13,0,5
13.07.2017,06:00:00,37,Sonnig,14,80,0,14,0,4
13.07.2017,07:00:00,84,Sonnig,15,75,13,15,0,4
13.07.2017,08:00:00,85,Sonnig,17,71,26,17,0,3
13.07.2017,09:00:00,34,Sonnig,18,66,39,18,0,2
13.07.2017,10:00:00,30,Sonnig,19,64,41,19,0,2
13.07.2017,11:00:00,34,Leicht bewÃ¶lkt,19,62,44,19,0,2
13.07.2017,12:00:00,30,Leicht bewÃ¶lkt,20,60,46,20,0,2
13.07.2017,13:00:00,29,Leicht bewÃ¶lkt,20,59,41,20,0,3
13.07.2017,14:00:00,43,Leicht bewÃ¶lkt,21,59,35,21,0,3
13.07.2017,15:00:00,50,Leicht bewÃ¶lkt,21,58,30,21,0,4
13.07.2017,16:00:00,57,Leicht bewÃ¶lkt,20,61,33,20,0,5
13.07.2017,17:00:00,72,Leicht bewÃ¶lkt,20,63,36,20,0,6
13.07.2017,18:00:00,70,Leicht bewÃ¶lkt,19,66,38,19,0,7
13.07.2017,19:00:00,48,Leicht bewÃ¶lkt,18,70,31,17,0,8
13.07.2017,20:00:00,28,Leicht bewÃ¶lkt,16,73,23,16,0,9
13.07.2017,21:00:00,14,Leicht bewÃ¶lkt,15,77,15,15,0,10
13.07.2017,22:00:00,11,Leicht bewÃ¶lkt,14,79,19,14,0,9
13.07.2017,23:00:00,1,Sonnig,13,82,22,13,0,9
14.07.2017,00:00:00,1,Sonnig,12,84,26,12,0,8
14.07.2017,01:00:00,0,Sonnig,12,85,37,12,0,7
14.07.2017,02:00:00,0,Leicht bewÃ¶lkt,12,85,48,12,0,6
14.07.2017,03:00:00,1,Leicht bewÃ¶lkt,11,85,59,12,0,5
14.07.2017,04:00:00,2,Leicht bewÃ¶lkt,13,82,61,13,0,4
14.07.2017,05:00:00,12,BewÃ¶lkt,15,78,63,15,0,3
14.07.2017,06:00:00,29,BewÃ¶lkt,16,75,65,17,0,1
14.07.2017,07:00:00,60,BewÃ¶lkt,18,71,50,18,0,3
14.07.2017,08:00:00,49,BewÃ¶lkt,19,67,36,19,0,4
14.07.2017,09:00:00,21,BewÃ¶lkt,20,63,21,20,0,5
14.07.2017,10:00:00,20,BewÃ¶lkt,21,61,23,21,0,8
14.07.2017,11:00:00,15,Sonnig,22,58,24,22,0,11
14.07.2017,12:00:00,22,Sonnig,23,56,26,25,0,14
14.07.2017,13:00:00,37,Sonnig,22,60,34,24,0,17
14.07.2017,14:00:00,26,Leicht bewÃ¶lkt,22,64,42,22,0,20
14.07.2017,15:00:00,25,Leicht bewÃ¶lkt,22,68,51,22,1,23
14.07.2017,16:00:00,27,Leicht bewÃ¶lkt,20,73,45,20,1,23
14.07.2017,17:00:00,25,MÃ¤ÃŸiger bis starker Regenschauer,19,77,40,19,1,22
14.07.2017,18:00:00,10,MÃ¤ÃŸiger bis starker Regenschauer,18,81,35,18,1,22
14.07.2017,19:00:00,8,MÃ¤ÃŸiger bis starker Regenschauer,16,84,37,16,1,20
14.07.2017,20:00:00,7,MÃ¤ÃŸiger bis starker Regenschauer,15,87,38,15,1,18
14.07.2017,21:00:00,9,MÃ¤ÃŸiger bis starker Regenschauer,14,90,40,13,0,16
14.07.2017,22:00:00,6,MÃ¤ÃŸiger bis starker Regenschauer,13,91,43,12,0,15
14.07.2017,23:00:00,1,Stellenweiser Regenfall,12,92,45,11,0,14
15.07.2017,00:00:00,1,Stellenweiser Regenfall,11,94,48,10,0,13
15.07.2017,01:00:00,3,Stellenweiser Regenfall,11,94,44,10,0,12
15.07.2017,02:00:00,0,Leichter Nebel,11,95,41,9,0,12
15.07.2017,03:00:00,0,Leichter Nebel,10,96,37,9,0,11
15.07.2017,04:00:00,1,Leichter Nebel,11,94,39,10,0,11
15.07.2017,05:00:00,2,Leichter Nebel,12,93,41,11,0,11
15.07.2017,06:00:00,3,Leichter Nebel,13,91,43,12,0,12
15.07.2017,07:00:00,10,Leichter Nebel,14,86,49,13,0,12
15.07.2017,08:00:00,10,Leicht bewÃ¶lkt,16,81,55,15,0,12
15.07.2017,09:00:00,18,Leicht bewÃ¶lkt,17,76,62,17,0,13
15.07.2017,10:00:00,38,Leicht bewÃ¶lkt,18,72,56,18,0,13
15.07.2017,11:00:00,59,Stellenweiser Regenfall,19,67,51,19,0,13
15.07.2017,12:00:00,43,Stellenweiser Regenfall,20,63,46,20,0,13
15.07.2017,13:00:00,48,Stellenweiser Regenfall,21,63,45,21,0,13
15.07.2017,14:00:00,39,Stellenweiser Regenfall,21,62,44,21,0,14
15.07.2017,15:00:00,58,Stellenweiser Regenfall,21,62,43,21,0,14
15.07.2017,16:00:00,41,Stellenweiser Regenfall,21,65,51,21,0,12
15.07.2017,17:00:00,38,Stellenweiser Regenfall,20,69,59,20,0,11
15.07.2017,18:00:00,30,Stellenweiser Regenfall,20,72,67,20,0,10
15.07.2017,19:00:00,19,Stellenweiser Regenfall,19,75,75,19,0,10
15.07.2017,20:00:00,14,Stellenweiser Regenfall,18,79,84,18,0,10
15.07.2017,21:00:00,5,Stellenweiser Regenfall,17,82,92,17,0,10
15.07.2017,22:00:00,6,Stellenweiser Regenfall,16,86,90,16,0,10
15.07.2017,23:00:00,3,Nieselregen,16,89,88,16,0,10
16.07.2017,00:00:00,8,Nieselregen,15,92,86,15,0,11
16.07.2017,01:00:00,1,Nieselregen,15,93,86,15,0,11
16.07.2017,02:00:00,0,Leichter Regenfall,15,93,87,15,0,10
16.07.2017,03:00:00,0,Leichter Regenfall,15,93,87,15,0,10
16.07.2017,04:00:00,0,Leichter Regenfall,16,92,90,16,0,10
16.07.2017,05:00:00,1,Stellenweiser Regenfall,16,91,93,16,0,11
16.07.2017,06:00:00,2,Stellenweiser Regenfall,17,89,97,17,0,11
16.07.2017,07:00:00,7,Stellenweiser Regenfall,17,88,98,17,0,12
16.07.2017,08:00:00,6,Stellenweiser Regenfall,18,86,99,18,0,13
16.07.2017,09:00:00,22,Stellenweiser Regenfall,19,84,100,19,0,13
16.07.2017,10:00:00,43,Stellenweiser Regenfall,20,83,100,20,0,13
16.07.2017,11:00:00,63,Stellenweiser Regenfall,20,82,100,20,0,14
16.07.2017,12:00:00,73,Stellenweiser Regenfall,21,81,100,21,0,14
16.07.2017,13:00:00,65,Stellenweiser Regenfall,22,81,94,22,0,14
16.07.2017,14:00:00,74,Stellenweiser Regenfall,22,81,89,24,0,14
16.07.2017,15:00:00,49,Stellenweiser Regenfall,23,81,83,25,0,14
16.07.2017,16:00:00,52,Stellenweiser Regenfall,23,82,77,25,0,14
16.07.2017,17:00:00,44,Leichter Regenschauer,22,83,72,25,0,14
16.07.2017,18:00:00,36,Leichter Regenschauer,22,84,66,25,0,13
16.07.2017,19:00:00,24,Leichter Regenschauer,21,86,62,21,0,12
16.07.2017,20:00:00,29,Leichter Regenschauer,20,89,58,20,0,11
16.07.2017,21:00:00,7,Leichter Regenschauer,19,92,54,19,0,9
16.07.2017,22:00:00,2,Leichter Regenschauer,19,93,63,19,0,9
16.07.2017,23:00:00,0,Leichter Regenschauer,18,95,73,18,0,8
17.07.2017,00:00:00,1,Leichter Regenschauer,17,96,83,17,0,7
17.07.2017,01:00:00,0,Leichter Regenschauer,17,97,89,17,0,7
17.07.2017,02:00:00,0,Leichter Nebel,17,97,94,17,0,6
17.07.2017,03:00:00,0,Leichter Nebel,17,97,100,17,0,6
17.07.2017,04:00:00,2,Leichter Nebel,17,97,100,17,0,7
17.07.2017,05:00:00,17,Leichter Regenschauer,17,97,100,17,0,8
17.07.2017,06:00:00,33,Leichter Regenschauer,17,97,100,17,0,10
17.07.2017,07:00:00,28,Leichter Regenschauer,18,93,97,18,0,11
17.07.2017,08:00:00,21,Leichter Regenschauer,19,89,93,19,0,11
17.07.2017,09:00:00,9,Leichter Regenschauer,19,85,90,19,0,12
17.07.2017,10:00:00,5,Leichter Regenschauer,21,79,83,21,0,12
17.07.2017,11:00:00,5,Stellenweiser Regenfall,22,74,77,23,0,12
17.07.2017,12:00:00,12,Stellenweiser Regenfall,24,69,70,24,0,12
17.07.2017,13:00:00,14,Stellenweiser Regenfall,24,66,64,25,0,12
17.07.2017,14:00:00,16,BewÃ¶lkt,24,64,58,25,0,12
17.07.2017,15:00:00,36,BewÃ¶lkt,25,61,52,26,0,13
17.07.2017,16:00:00,55,BewÃ¶lkt,24,63,40,25,0,12
17.07.2017,17:00:00,61,Leicht bewÃ¶lkt,23,65,28,24,0,12
17.07.2017,18:00:00,44,Leicht bewÃ¶lkt,22,67,16,22,0,12
17.07.2017,19:00:00,39,Leicht bewÃ¶lkt,20,70,10,20,0,12
17.07.2017,20:00:00,29,Sonnig,19,73,5,19,0,12
17.07.2017,21:00:00,21,Sonnig,18,76,0,18,0,12
17.07.2017,22:00:00,13,Sonnig,17,78,0,17,0,11
17.07.2017,23:00:00,0,Sonnig,16,81,0,16,0,11
18.07.2017,00:00:00,5,Sonnig,15,83,0,15,0,11
18.07.2017,01:00:00,4,Sonnig,15,83,0,14,0,11
18.07.2017,02:00:00,0,Sonnig,14,83,0,14,0,11
18.07.2017,03:00:00,0,Sonnig,14,83,0,13,0,11
18.07.2017,04:00:00,0,Sonnig,15,81,10,14,0,11
18.07.2017,05:00:00,21,Sonnig,16,80,20,16,0,11
18.07.2017,06:00:00,59,Sonnig,17,78,31,17,0,11
18.07.2017,07:00:00,78,Sonnig,19,74,44,18,0,11
18.07.2017,08:00:00,75,Leicht bewÃ¶lkt,20,70,58,20,0,12
18.07.2017,09:00:00,33,Leicht bewÃ¶lkt,22,67,71,22,0,13
18.07.2017,10:00:00,42,Leicht bewÃ¶lkt,23,63,57,24,0,13
18.07.2017,11:00:00,26,BewÃ¶lkt,24,60,42,25,0,13
18.07.2017,12:00:00,46,BewÃ¶lkt,26,57,28,27,0,13
18.07.2017,13:00:00,35,BewÃ¶lkt,26,56,19,27,0,13
18.07.2017,14:00:00,47,Sonnig,27,55,9,28,0,13
18.07.2017,15:00:00,57,Sonnig,28,55,0,29,0,13
18.07.2017,16:00:00,68,Sonnig,27,58,0,28,0,13
18.07.2017,17:00:00,80,Sonnig,26,62,0,27,0,13
18.07.2017,18:00:00,74,Sonnig,25,66,0,27,0,13
18.07.2017,19:00:00,61,Sonnig,24,71,0,25,0,13
18.07.2017,20:00:00,56,Sonnig,23,75,0,23,0,14
18.07.2017,21:00:00,29,Sonnig,21,79,0,21,0,14
18.07.2017,22:00:00,15,Sonnig,20,81,4,20,0,15
18.07.2017,23:00:00,7,Sonnig,20,82,8,20,0,16
19.07.2017,00:00:00,0,Sonnig,19,84,13,19,0,16
19.07.2017,01:00:00,0,Sonnig,19,85,11,19,0,16
19.07.2017,02:00:00,0,Stellenweiser Regenfall,19,86,9,19,0,16
19.07.2017,03:00:00,0,Stellenweiser Regenfall,19,87,6,19,0,17
19.07.2017,04:00:00,1,Stellenweiser Regenfall,19,85,4,19,0,17
19.07.2017,05:00:00,17,Sonnig,20,84,2,20,0,18
19.07.2017,06:00:00,39,Sonnig,21,82,0,21,0,18
19.07.2017,07:00:00,58,Sonnig,22,79,0,24,0,20
19.07.2017,08:00:00,63,Sonnig,24,75,0,26,0,21
19.07.2017,09:00:00,42,Sonnig,25,71,0,27,0,22
19.07.2017,10:00:00,33,Sonnig,27,68,0,29,0,22
19.07.2017,11:00:00,40,Sonnig,28,65,0,31,0,22
19.07.2017,12:00:00,31,Sonnig,29,62,0,32,0,21
19.07.2017,13:00:00,46,Sonnig,30,63,16,33,0,21
19.07.2017,14:00:00,29,Sonnig,30,64,31,34,1,21
19.07.2017,15:00:00,55,Sonnig,30,65,47,35,1,22
19.07.2017,16:00:00,18,Sonnig,29,68,54,33,1,18
19.07.2017,17:00:00,27,MÃ¤ÃŸiger bis starker Regenschauer,28,71,60,32,1,15
19.07.2017,18:00:00,34,MÃ¤ÃŸiger bis starker Regenschauer,27,74,67,30,0,12
19.07.2017,19:00:00,18,MÃ¤ÃŸiger bis starker Regenschauer,26,78,71,29,0,11
19.07.2017,20:00:00,20,Stellenweise Gewitter und NiederschlÃ¤ge,24,81,74,27,1,10
19.07.2017,21:00:00,7,Stellenweise Gewitter und NiederschlÃ¤ge,23,84,78,25,1,9
19.07.2017,22:00:00,13,Stellenweise Gewitter und NiederschlÃ¤ge,22,86,74,24,1,9
19.07.2017,23:00:00,2,MÃ¤ÃŸiger bis starker Regenschauer,22,88,70,22,1,9
20.07.2017,00:00:00,2,MÃ¤ÃŸiger bis starker Regenschauer,21,90,66,21,1,10
20.07.2017,01:00:00,1,MÃ¤ÃŸiger bis starker Regenschauer,21,88,60,21,1,10
20.07.2017,02:00:00,0,MÃ¤ÃŸiger bis starker Regenschauer,21,85,54,21,1,11
20.07.2017,03:00:00,0,MÃ¤ÃŸiger bis starker Regenschauer,21,83,48,21,1,11
20.07.2017,04:00:00,0,MÃ¤ÃŸiger bis starker Regenschauer,22,80,45,24,1,11
20.07.2017,05:00:00,7,Leichter Regenschauer,23,77,41,25,0,11
20.07.2017,06:00:00,14,Leichter Regenschauer,24,74,38,26,0,11
20.07.2017,07:00:00,10,Leichter Regenschauer,25,71,36,26,0,12
20.07.2017,08:00:00,21,Stellenweiser Regenfall,25,68,35,27,0,13
20.07.2017,09:00:00,19,Stellenweiser Regenfall,26,65,33,27,1,14
20.07.2017,10:00:00,14,Stellenweiser Regenfall,26,61,32,27,0,16
20.07.2017,11:00:00,15,Stellenweiser Regenfall,27,56,31,28,0,18
20.07.2017,12:00:00,12,Stellenweiser Regenfall,27,52,30,28,0,19
20.07.2017,13:00:00,22,Stellenweiser Regenfall,27,51,31,28,0,21
20.07.2017,14:00:00,30,Stellenweiser Regenfall,28,49,33,28,0,22
20.07.2017,15:00:00,22,Stellenweiser Regenfall,28,47,35,28,0,23
20.07.2017,16:00:00,37,Stellenweiser Regenfall,27,49,46,28,0,23
20.07.2017,17:00:00,36,Stellenweiser Regenfall,26,52,57,28,0,22
20.07.2017,18:00:00,24,Stellenweiser Regenfall,25,54,68,28,0,22
20.07.2017,19:00:00,24,Stellenweiser Regenfall,24,56,59,27,0,21
20.07.2017,20:00:00,8,Leichter Regenschauer,22,57,50,26,0,19
20.07.2017,21:00:00,6,Leichter Regenschauer,21,59,41,21,0,18
20.07.2017,22:00:00,9,Leichter Regenschauer,20,60,29,20,0,17
20.07.2017,23:00:00,3,Stellenweiser Regenfall,19,61,18,19,0,16
21.07.2017,00:00:00,2,Stellenweiser Regenfall,18,62,7,18,0,14
21.07.2017,01:00:00,0,Stellenweiser Regenfall,17,63,4,17,0,13
21.07.2017,02:00:00,0,Sonnig,17,64,2,17,0,12
21.07.2017,03:00:00,0,Sonnig,17,65,0,17,0,10
21.07.2017,04:00:00,1,Sonnig,17,63,0,17,0,9
21.07.2017,05:00:00,15,Sonnig,18,62,0,18,0,8
21.07.2017,06:00:00,38,Sonnig,19,60,0,19,0,7
21.07.2017,07:00:00,57,Sonnig,20,54,0,20,0,7
21.07.2017,08:00:00,64,Sonnig,21,49,0,21,0,7
21.07.2017,09:00:00,29,Sonnig,23,43,0,23,0,7
21.07.2017,10:00:00,31,Sonnig,24,39,0,24,0,7
21.07.2017,11:00:00,30,Sonnig,26,35,0,25,0,7
21.07.2017,12:00:00,38,Sonnig,27,31,0,26,0,7
21.07.2017,13:00:00,32,Sonnig,28,30,6,27,0,6
21.07.2017,14:00:00,40,Sonnig,29,29,11,28,0,5
21.07.2017,15:00:00,57,Sonnig,30,29,17,29,0,5
21.07.2017,16:00:00,73,Sonnig,29,30,24,28,0,5
21.07.2017,17:00:00,67,Leicht bewÃ¶lkt,28,32,31,28,0,6
21.07.2017,18:00:00,45,Leicht bewÃ¶lkt,28,33,39,27,0,6
21.07.2017,19:00:00,67,Leicht bewÃ¶lkt,27,37,43,27,0,7
21.07.2017,20:00:00,46,Leicht bewÃ¶lkt,26,40,47,26,0,7
21.07.2017,21:00:00,28,Leicht bewÃ¶lkt,25,44,52,25,0,7
21.07.2017,22:00:00,16,Leicht bewÃ¶lkt,24,48,50,25,0,7
21.07.2017,23:00:00,17,Leicht bewÃ¶lkt,23,53,49,25,0,7
22.07.2017,00:00:00,17,Leicht bewÃ¶lkt,23,57,48,25,0,7
22.07.2017,01:00:00,6,Leicht bewÃ¶lkt,22,63,42,24,0,8
22.07.2017,02:00:00,14,Stellenweiser Regenfall,21,68,36,21,0,9
22.07.2017,03:00:00,1,Stellenweiser Regenfall,21,74,30,21,0,10
22.07.2017,04:00:00,2,Stellenweiser Regenfall,21,74,23,21,0,10
22.07.2017,05:00:00,4,Stellenweiser Regenfall,22,74,15,22,0,10
22.07.2017,06:00:00,6,Stellenweiser Regenfall,23,75,8,24,0,10
22.07.2017,07:00:00,5,Stellenweiser Regenfall,24,68,17,25,0,10
22.07.2017,08:00:00,16,Sonnig,25,61,26,26,0,10
22.07.2017,09:00:00,15,Sonnig,27,54,35,27,0,10
22.07.2017,10:00:00,34,Sonnig,27,49,44,28,0,12
22.07.2017,11:00:00,63,Leicht bewÃ¶lkt,28,45,53,28,0,13
22.07.2017,12:00:00,85,Leicht bewÃ¶lkt,29,41,62,29,0,14
22.07.2017,13:00:00,42,Leicht bewÃ¶lkt,29,41,60,29,0,14
22.07.2017,14:00:00,52,BewÃ¶lkt,29,40,58,29,0,14
22.07.2017,15:00:00,43,BewÃ¶lkt,29,39,55,29,0,14
22.07.2017,16:00:00,44,BewÃ¶lkt,28,42,59,29,0,14
22.07.2017,17:00:00,36,Leicht bewÃ¶lkt,27,44,63,28,0,13
22.07.2017,18:00:00,42,Leicht bewÃ¶lkt,26,47,67,27,0,13
22.07.2017,19:00:00,33,Leicht bewÃ¶lkt,25,50,64,26,0,12
22.07.2017,20:00:00,19,BewÃ¶lkt,24,54,61,26,0,11
22.07.2017,21:00:00,6,BewÃ¶lkt,23,58,58,25,0,10
22.07.2017,22:00:00,10,BewÃ¶lkt,22,63,62,24,0,11
22.07.2017,23:00:00,6,Stellenweiser Regenfall,21,67,66,21,1,11
23.07.2017,00:00:00,1,Stellenweiser Regenfall,20,72,70,20,1,12
23.07.2017,01:00:00,3,Stellenweiser Regenfall,20,72,68,20,1,12
23.07.2017,02:00:00,4,MÃ¤ÃŸiger bis starker Regenschauer,19,73,65,19,1,13
23.07.2017,03:00:00,1,MÃ¤ÃŸiger bis starker Regenschauer,18,73,63,18,1,13
23.07.2017,04:00:00,1,MÃ¤ÃŸiger bis starker Regenschauer,18,72,64,18,0,13
23.07.2017,05:00:00,2,Leichter Regenschauer,18,70,66,18,0,14
23.07.2017,06:00:00,0,Leichter Regenschauer,18,68,67,18,0,14
23.07.2017,07:00:00,5,Leichter Regenschauer,19,64,62,19,0,15
23.07.2017,08:00:00,13,Stellenweiser Regenfall,20,60,56,20,0,17
23.07.2017,09:00:00,19,Stellenweiser Regenfall,21,57,51,21,0,18
23.07.2017,10:00:00,50,Stellenweiser Regenfall,21,54,49,21,0,20
23.07.2017,11:00:00,54,Stellenweiser Regenfall,22,51,48,24,0,21
23.07.2017,12:00:00,69,Stellenweiser Regenfall,23,47,46,25,0,22
23.07.2017,13:00:00,63,Stellenweiser Regenfall,23,47,46,25,0,22
23.07.2017,14:00:00,55,Stellenweiser Regenfall,23,46,46,25,0,22
23.07.2017,15:00:00,40,Stellenweiser Regenfall,23,46,46,25,0,21
23.07.2017,16:00:00,41,Stellenweiser Regenfall,23,49,46,24,0,21
23.07.2017,17:00:00,24,Stellenweiser Regenfall,22,51,47,22,0,20
23.07.2017,18:00:00,24,Stellenweiser Regenfall,21,54,47,21,0,19
23.07.2017,19:00:00,12,Stellenweiser Regenfall,20,56,55,20,0,18
23.07.2017,20:00:00,8,Stellenweiser Regenfall,19,58,63,19,0,17
23.07.2017,21:00:00,3,Stellenweiser Regenfall,19,61,72,19,0,15
23.07.2017,22:00:00,5,Stellenweiser Regenfall,18,63,69,18,0,14
23.07.2017,23:00:00,1,BewÃ¶lkt,17,65,65,17,0,12
24.07.2017,00:00:00,0,BewÃ¶lkt,16,68,62,16,0,10
24.07.2017,01:00:00,0,BewÃ¶lkt,16,70,69,16,0,9
24.07.2017,02:00:00,0,Leicht bewÃ¶lkt,16,72,76,16,0,8
24.07.2017,03:00:00,0,Leicht bewÃ¶lkt,16,74,84,16,0,8
24.07.2017,04:00:00,2,Leicht bewÃ¶lkt,16,73,78,16,0,7
24.07.2017,05:00:00,4,Leichter Regenfall,17,73,72,17,0,7
24.07.2017,06:00:00,6,Leichter Regenfall,17,72,66,17,0,6
24.07.2017,07:00:00,15,Leichter Regenfall,19,68,62,19,0,7
